metric,reference,value,abs_error,rel_error
phi_mid,0.008572363899276644,0.0089254902348158,0.00035312633553915597,0.04119357737122588
rho,0.0,0.0,0.0,0.0
power,9544764.49121789,9798619.428089011,253854.9368711207,0.02659624939983505
fuel_mid,913.1435935556586,906.6422119140625,6.50138164159614,0.007119780161059481
graphite_mid,1577.052003153782,1579.56884765625,2.516844502468075,0.0015959172541139418
core_inlet,899.0063721476522,893.0221557617188,5.9842163859334505,0.006656478275718614
core_outlet,925.7183039584913,919.2598876953125,6.458416263178833,0.0069766539513821954
hx1_hot_outlet,899.1425705842105,893.2300415039062,5.912529080304239,0.006575741460514568
hx1_cold_outlet,925.1393251954721,918.74462890625,6.394696289222111,0.006912144057729877
hx2_hot_outlet,860.2775008126722,856.5164184570312,3.7610823556409514,0.004371940858720583
hx2_cold_outlet,923.562950534846,917.4852905273438,6.077660007502232,0.006580666757996938
brayton_return,878.414095855225,872.7322387695312,5.681857085693764,0.00646831273826714
