series,max_abs_error,rms_error
phi,0.007825886236925705,0.0033464652551434353
fuel_temp,24.18814168779909,17.57330220152743
graphite_temp,579.2529015350758,269.92573661372046
C1,2.426220644544207e-08,1.607342062080017e-08
C2,8.41951432884858e-08,5.7163385163553023e-08
C3,5.820167941301345e-08,4.079962137397477e-08
C4,4.19921458761628e-08,2.8669351491385557e-08
C5,2.609395581507819e-09,1.7522635489235959e-09
C6,1.065063409483948e-09,5.36719824583184e-10
