variant,core_avg_us,bop_avg_us,total_avg_us
baseline,17.84478,2.938520000000001,20.7833
analytic,20.82354999999999,2.6816450000000014,23.505194999999993
speedup,0.8569518645956145,1.0957900840715304,0.8842002799806599
