series,max_abs_error,rms_error
phi,0.00784212509337753,0.0033938979256646845
fuel_temp,115.56228504864396,45.64052655151438
graphite_temp,533.3211700928947,276.6630520616283
C1,2.803944180074436e-08,1.9140606500171803e-08
C2,9.134491579304083e-08,6.25135879468641e-08
C3,6.104937829041777e-08,4.2843684266216455e-08
C4,4.3983996946749945e-08,3.009311605871644e-08
C5,2.744091650009878e-09,1.832417998111524e-09
C6,1.0643790551044295e-09,5.563715103264847e-10
