variant,core_avg_us,bop_avg_us,total_avg_us
baseline,17.215205000000005,2.7843599999999986,19.999565000000004
analytic,18.32271500000001,2.3230699999999995,20.64578500000001
speedup,0.9395553551970871,1.1985691348086795,0.9686996643624833
