series,max_abs_error,rms_error
phi,0.013834153968672488,0.009878090748170037
fuel_temp,1962512.1818156491,1327779.5103788078
graphite_temp,59101291.59858695,39452774.52766288
C1,0.0005571776283395595,0.00030584463000039316
C2,5.577896408215351e-06,2.912637017450106e-06
C3,1.576482468510722e-07,1.1252201491911422e-07
C4,1.077235621280859e-07,7.74054499828535e-08
C5,7.479351875348918e-09,5.365976165078246e-09
C6,2.2721498280092378e-09,1.6244924482518142e-09
