simulation_index,step,time,point_index,z,C1,C2,C3,C4,C5,C6
9.970000000000000000e+02,3.390000000000000000e+02,3.389999999999999858e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.770920469332976307e-08,5.566434202384739655e-08,4.241018533888732881e-10,5.591467929328247008e-12,7.712721199126860238e-14,4.605051543473191621e-14
9.970000000000000000e+02,3.390000000000000000e+02,3.389999999999999858e+01,1.000000000000000000e+00,1.081761006289308158e+00,7.765649469687930683e-08,5.556379960279953927e-08,4.215504138333027897e-10,6.162215591995264821e-12,1.883592165711860672e-13,1.096314586232672740e-13
9.970000000000000000e+02,3.390000000000000000e+02,3.389999999999999858e+01,2.000000000000000000e+00,2.163522012578616316e+00,7.760389165555688750e-08,5.546368511705697717e-08,4.192220618939784407e-10,6.945119392630821046e-12,3.316677929748687360e-13,1.886165263928811701e-13
9.970000000000000000e+02,3.390000000000000000e+02,3.389999999999999858e+01,3.000000000000000000e+00,3.245283018867924696e+00,7.755139550818397550e-08,5.536399782769331995e-08,4.171148306111691981e-10,7.936064520555039359e-12,5.051270536171070379e-13,2.811241377968709345e-13
9.970000000000000000e+02,3.390000000000000000e+02,3.389999999999999858e+01,4.000000000000000000e+00,4.327044025157232632e+00,7.749900663846559597e-08,5.526473852930435872e-08,4.152270322986184724e-10,9.130930144350300512e-12,7.069075846819044877e-13,3.854881934979017375e-13
9.970000000000000000e+02,3.390000000000000000e+02,3.389999999999999858e+01,5.000000000000000000e+00,5.408805031446540568e+00,7.744672676937149131e-08,5.516591262895938915e-08,4.135579024751192655e-10,1.052559928304312612e-11,9.352704834761841420e-13,5.002321468814823489e-13
9.970000000000000000e+02,3.390000000000000000e+02,3.389999999999999858e+01,6.000000000000000000e+00,6.490566037735849392e+00,7.739456080989501719e-08,5.506753650207782475e-08,4.121089298837770674e-10,1.211598279716834128e-11,1.188561922999780381e-12,6.240462445909274457e-13
9.970000000000000000e+02,3.390000000000000000e+02,3.389999999999999858e+01,7.000000000000000000e+00,7.572327044025157328e+00,7.734251989741840630e-08,5.496964795920236247e-08,4.108860449924406811e-10,1.389806166476828474e-11,1.465208269378683099e-12,7.557675680382916904e-13
9.970000000000000000e+02,3.390000000000000000e+02,3.389999999999999858e+01,8.000000000000000000e+00,8.654088050314465264e+00,7.729062530129489009e-08,5.487231966697883177e-08,4.099024204678696676e-10,1.586794414067940308e-11,1.763711719182673366e-12,8.943625142445087398e-13
9.970000000000000000e+02,3.390000000000000000e+02,3.389999999999999858e+01,9.000000000000000000e+00,9.735849056603774088e+00,7.723891192715676073e-08,5.477567117785175736e-08,4.091809687980238069e-10,1.802192236895139542e-11,2.082646426525757836e-12,1.038911407609479280e-12
9.970000000000000000e+02,3.390000000000000000e+02,3.389999999999999858e+01,1.000000000000000000e+01,1.081761006289308114e+01,7.718742933192010023e-08,5.467987237033203207e-08,4.087550273744914926e-10,2.035650152301358434e-11,2.420655059844194759e-12,1.188594978346342943e-12
9.970000000000000000e+02,3.390000000000000000e+02,3.389999999999999858e+01,1.100000000000000000e+01,1.189937106918238996e+01,7.713623809597832209e-08,5.458513089070985426e-08,4.086656835413303268e-10,2.286837220166841833e-11,2.776445668347318211e-12,1.342682476038137220e-12
9.970000000000000000e+02,3.390000000000000000e+02,3.389999999999999858e+01,1.200000000000000000e+01,1.298113207547169878e+01,7.708540055903635877e-08,5.449166018981341308e-08,4.089550387592359396e-10,2.555430996600231621e-11,3.148788679268765715e-12,1.500521213207892368e-12
9.970000000000000000e+02,3.390000000000000000e+02,3.389999999999999858e+01,1.300000000000000000e+01,1.406289308176100583e+01,7.703496711356454017e-08,5.439963228474672101e-08,4.096562951543059913e-10,2.841101279885124820e-11,3.536513824920110054e-12,1.661527357597119747e-12
9.970000000000000000e+02,3.390000000000000000e+02,3.389999999999999858e+01,1.400000000000000000e+01,1.514465408805031466e+01,7.698496154659445206e-08,5.430912727746946889e-08,4.107832007601071616e-10,3.143491679757040543e-11,3.938506836910490974e-12,1.825177814996088234e-12
9.970000000000000000e+02,3.390000000000000000e+02,3.389999999999999858e+01,1.500000000000000000e+01,1.622641509433962170e+01,7.693537013001349502e-08,5.422009580739428584e-08,4.123222461011826406e-10,3.462204745616534872e-11,4.353705841826224533e-12,1.991003067330020333e-12
9.970000000000000000e+02,3.390000000000000000e+02,3.389999999999999858e+01,1.600000000000000000e+01,1.730817610062893053e+01,7.688613851111270554e-08,5.413234835465496118e-08,4.142305123270390502e-10,3.796795819039490462e-11,4.781097518846964183e-12,2.158580852287215345e-12
9.970000000000000000e+02,3.390000000000000000e+02,3.389999999999999858e+01,1.700000000000000000e+01,1.838993710691823935e+01,7.683717809368828828e-08,5.404557715260202538e-08,4.164403435912746565e-10,4.146778031918553808e-11,5.219713191246562318e-12,2.327530589451729237e-12
9.970000000000000000e+02,3.390000000000000000e+02,3.389999999999999858e+01,1.800000000000000000e+01,1.947169811320754818e+01,7.678838052785855924e-08,5.395940587603387342e-08,4.188697877103607736e-10,4.511637146596244595e-11,5.668625082140123118e-12,2.497508472359562195e-12
9.970000000000000000e+02,3.390000000000000000e+02,3.389999999999999858e+01,1.900000000000000000e+01,2.055345911949685345e+01,7.673963645058924875e-08,5.387345375508426260e-08,4.214359695547473210e-10,4.890851844382803549e-11,6.126942953950145509e-12,2.668203155822710206e-12
9.970000000000000000e+02,3.390000000000000000e+02,3.389999999999999858e+01,2.000000000000000000e+01,2.163522012578616227e+01,7.669085367119621746e-08,5.378739753902197720e-08,4.240679051205062450e-10,5.283913804715356836e-11,6.593811281324954644e-12,2.839331974080179711e-12
9.970000000000000000e+02,3.390000000000000000e+02,3.389999999999999858e+01,2.100000000000000000e+01,2.271698113207547109e+01,7.664197073556901243e-08,5.370101734355964816e-08,4.267158401819973417e-10,5.690342726281858332e-11,7.068407007899572481e-12,3.010637629378681002e-12
9.970000000000000000e+02,3.390000000000000000e+02,3.389999999999999858e+01,2.200000000000000000e+01,2.379874213836477992e+01,7.659296366878648487e-08,5.361421891892618837e-08,4.293555917704195293e-10,6.109693670136515183e-11,7.549937841950570163e-12,3.181885294062633675e-12
9.970000000000000000e+02,3.390000000000000000e+02,3.389999999999999858e+01,2.300000000000000000e+01,2.488050314465408874e+01,7.654384579924008656e-08,5.352703219678537809e-08,4.319879309365094423e-10,6.541556668433375035e-11,8.037640979553173502e-12,3.352860073285786074e-12
9.970000000000000000e+02,3.390000000000000000e+02,3.389999999999999858e+01,2.400000000000000000e+01,2.596226415094339757e+01,7.649466214571461720e-08,5.343959146532460980e-08,4.346342103759014919e-10,6.985550486250498019e-11,8.530782116069372125e-12,3.523364780456353097e-12
9.970000000000000000e+02,3.390000000000000000e+02,3.389999999999999858e+01,2.500000000000000000e+01,2.704402515723270284e+01,7.644548054636789702e-08,5.335210493669806201e-08,4.373299450250899301e-10,7.441313279945384472e-11,9.028654613389111057e-12,3.693217983290651476e-12
9.970000000000000000e+02,3.390000000000000000e+02,3.389999999999999858e+01,2.600000000000000000e+01,2.812578616352201166e+01,7.639638160021574907e-08,5.326482105031138143e-08,4.401179463078006959e-10,7.908492725673025729e-11,9.530578718781374536e-12,3.862252284341771243e-12
9.970000000000000000e+02,3.390000000000000000e+02,3.389999999999999858e+01,2.700000000000000000e+01,2.920754716981132049e+01,7.634744891752834876e-08,5.317799676343988128e-08,4.430421362867725012e-10,8.386737397030071322e-11,1.003590076745757464e-11,4.030312805523686777e-12
9.970000000000000000e+02,3.390000000000000000e+02,3.389999999999999858e+01,2.800000000000000000e+01,3.028930817610062931e+01,7.629876051885743354e-08,5.309187064816710260e-08,4.461426098186219530e-10,8.875690226268516938e-11,1.054399233429003791e-11,4.197255851070250400e-12
9.970000000000000000e+02,3.390000000000000000e+02,3.389999999999999858e+01,2.900000000000000000e+01,3.137106918238993813e+01,7.625038174604201980e-08,5.300664177504733027e-08,4.494520747495018693e-10,9.374984137684950708e-11,1.105424932502502190e-11,4.362947727390512795e-12
9.970000000000000000e+02,3.390000000000000000e+02,3.389999999999999858e+01,3.000000000000000000e+01,3.245283018867924341e+01,7.620235983587829260e-08,5.292245445048973637e-08,4.529935624476231329e-10,9.884239538529641017e-11,1.156609101284468089e-11,4.527263701444321117e-12
9.970000000000000000e+02,3.390000000000000000e+02,3.389999999999999858e+01,3.100000000000000000e+01,3.353459119496855578e+01,7.615472029457391803e-08,5.283938871581446646e-08,4.567792391789754456e-10,1.040306325957348743e-10,1.207895903412494387e-11,4.690087081718775120e-12
9.970000000000000000e+02,3.390000000000000000e+02,3.389999999999999858e+01,3.200000000000000000e+01,3.461635220125786105e+01,7.610746526609147011e-08,5.275745669342390638e-08,4.608101844291228833e-10,1.093104862719981863e-10,1.259231636046909966e-11,4.851308407824447362e-12
