simulation_index,step,time,point_index,z,C1,C2,C3,C4,C5,C6
9.940000000000000000e+02,3.390000000000000000e+02,3.389999999999999858e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.057738698006806236e-07,1.193297782178294638e-07,7.214840353307304646e-09,2.876258199066109053e-10,1.264490204526376934e-11,7.647913092029481130e-12
9.940000000000000000e+02,3.390000000000000000e+02,3.389999999999999858e+01,1.000000000000000000e+00,1.081761006289308158e+00,1.057355473846671346e-07,1.192290542184526550e-07,7.258525619436266163e-09,3.896869373136557309e-10,3.088230221752131252e-11,1.820784693447646024e-11
9.940000000000000000e+02,3.390000000000000000e+02,3.389999999999999858e+01,2.000000000000000000e+00,2.163522012578616316e+00,1.057084605226373382e-07,1.191672254467067864e-07,7.334340718265367957e-09,5.256072289025746977e-10,5.438153906396416461e-11,3.132776692051735897e-11
9.940000000000000000e+02,3.390000000000000000e+02,3.389999999999999858e+01,3.000000000000000000e+00,3.245283018867924696e+00,1.056925234395182187e-07,1.191440215946462141e-07,7.441974405628754640e-09,6.947368372300969081e-10,8.282808316952841595e-11,4.669581634228764702e-11
9.940000000000000000e+02,3.390000000000000000e+02,3.389999999999999858e+01,4.000000000000000000e+00,4.327044025157232632e+00,1.056874711285205208e-07,1.191587656046721873e-07,7.581065332111385795e-09,8.964203675497004497e-10,1.159227167638637910e-10,6.403558530498933403e-11
9.940000000000000000e+02,3.390000000000000000e+02,3.389999999999999858e+01,5.000000000000000000e+00,5.408805031446540568e+00,1.056925285973599149e-07,1.192096341422669019e-07,7.751130514499529478e-09,1.129995487608986045e-09,1.533806974768174845e-10,8.310190905866839189e-11
9.940000000000000000e+02,3.390000000000000000e+02,3.389999999999999858e+01,6.000000000000000000e+00,6.490566037735849392e+00,1.057057283946550697e-07,1.192921319848234024e-07,7.951417799955443453e-09,1.394789872431002486e-09,1.949309946161724842e-10,1.036771708315792026e-10
9.940000000000000000e+02,3.390000000000000000e+02,3.389999999999999858e+01,7.000000000000000000e+00,7.572327044025157328e+00,1.057227868619047061e-07,1.193965809500138420e-07,8.180663557708787349e-09,1.690116293108835049e-09,2.403156182513921765e-10,1.255680549073445600e-10
9.940000000000000000e+02,3.390000000000000000e+02,3.389999999999999858e+01,8.000000000000000000e+00,8.654088050314465264e+00,1.057356632183272252e-07,1.195049023393094597e-07,8.436783600034119760e-09,2.015266835453941288e-09,2.892890537687171732e-10,1.486026971439303915e-10
9.940000000000000000e+02,3.390000000000000000e+02,3.389999999999999858e+01,9.000000000000000000e+00,9.735849056603774088e+00,1.057312680476536385e-07,1.195877378675434505e-07,8.716599830460712031e-09,2.369509061082285977e-09,3.416178084289634386e-10,1.726281866796857038e-10
