simulation_index,step,time,point_index,z,C1,C2,C3,C4,C5,C6
7.910000000000000000e+02,5.990000000000000000e+02,5.990000000000000568e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.248515382129602595e-07,1.514760111646597237e-07,8.942292033035292820e-09,2.910662485836389059e-10,1.278374533456480378e-11,7.731891905193100037e-12
7.910000000000000000e+02,5.990000000000000000e+02,5.990000000000000568e+01,1.000000000000000000e+00,1.081761006289308158e+00,1.248005944520896113e-07,1.513180791420024010e-07,8.974157265145016418e-09,3.942423788482116698e-10,3.122125915106794319e-11,1.840769286305174879e-11
7.910000000000000000e+02,5.990000000000000000e+02,5.990000000000000568e+01,2.000000000000000000e+00,2.163522012578616316e+00,1.247610300559344999e-07,1.511995990453827070e-07,9.038599759893200601e-09,5.316498399790051532e-10,5.497843114631522812e-11,3.167162188370316685e-11
7.910000000000000000e+02,5.990000000000000000e+02,5.990000000000000568e+01,3.000000000000000000e+00,3.245283018867924696e+00,1.247328164124191014e-07,1.511204293320160707e-07,9.135317872652880379e-09,7.026330200535141328e-10,8.373746564601122093e-11,4.720850985763175116e-11
7.910000000000000000e+02,5.990000000000000000e+02,5.990000000000000568e+01,4.000000000000000000e+00,4.327044025157232632e+00,1.247159179693769898e-07,1.510804115064699130e-07,9.263997497763806849e-09,9.065314511786018008e-10,1.171960041454535458e-10,6.473899420638539024e-11
7.910000000000000000e+02,5.990000000000000000e+02,5.990000000000000568e+01,5.000000000000000000e+00,5.408805031446540568e+00,1.247102887872477957e-07,1.510793711760313350e-07,9.424312465573734766e-09,1.142680159377143253e-09,1.550662829367381513e-10,8.401528210148337863e-11
7.910000000000000000e+02,5.990000000000000000e+02,5.990000000000000568e+01,6.000000000000000000e+00,6.490566037735849392e+00,1.247158653210313665e-07,1.511171198437005053e-07,9.615924966466341947e-09,1.410409969200037728e-09,1.970743318933934190e-10,1.048174138292247365e-10
7.910000000000000000e+02,5.990000000000000000e+02,5.990000000000000568e+01,7.000000000000000000e+00,7.572327044025157328e+00,1.247325544830962213e-07,1.511934576697301176e-07,9.838486045569263701e-09,1.709047793409923124e-09,2.429592170812364393e-10,1.269499697256133152e-10
7.910000000000000000e+02,5.990000000000000000e+02,5.990000000000000568e+01,8.000000000000000000e+00,8.654088050314465264e+00,1.247602183145224016e-07,1.513081769363210962e-07,1.009163615363788835e-08,2.037916917547200063e-09,2.924723262983958782e-10,1.502391687746877316e-10
7.910000000000000000e+02,5.990000000000000000e+02,5.990000000000000568e+01,9.000000000000000000e+00,9.735849056603774088e+00,1.247986602482773895e-07,1.514610651799067867e-07,1.037500566765761401e-08,2.396337279870434048e-09,3.453766953730676189e-10,1.745303123638021918e-10
7.910000000000000000e+02,5.990000000000000000e+02,5.990000000000000568e+01,1.000000000000000000e+01,1.081761006289308114e+01,1.248476212216475142e-07,1.516519062714897993e-07,1.068821523480347233e-08,2.783625743573144670e-09,4.014463729018179916e-10,1.996855321188557372e-10
7.910000000000000000e+02,5.990000000000000000e+02,5.990000000000000568e+01,1.100000000000000000e+01,1.189937106918238996e+01,1.249067941425508162e-07,1.518804776731690494e-07,1.103087578804065555e-08,3.199096356454129587e-09,4.604658211648302114e-10,2.255818056666907066e-10
