z,phi,C1,C2,C3,C4,C5,C6,fuel_temp,graphite_temp
0,8.983123851040686e-05,0.002386417372852474,7.736747969178329e-06,2.946698249418866e-09,5.986657354224834e-11,1.227173703646157e-15,7.010118759360177e-16,1047.781010086563,19797.49979471262
2.177215189873418,0.000116487130701589,0.002382536749998313,7.706555783064364e-06,2.902410393793332e-09,5.782438275692055e-11,2.673120817862518e-15,1.455981909935348e-15,1061.679205841645,26813.02618317416
4.354430379746836,0.0001257419454019575,0.002376598369926309,7.670028797641547e-06,2.857533215197924e-09,5.583346285219056e-11,4.076499257298641e-15,2.117514265470402e-15,1079.347476564771,33809.09048273783
6.531645569620253,0.0001267250073202683,0.002365298590559443,7.61686616624937e-06,2.810078439070093e-09,5.386094148211738e-11,5.329549611062642e-15,2.641608030827318e-15,1100.266097190688,39842.18408590483
8.708860759493671,0.000124064445908458,0.002343611010867774,7.531410482979374e-06,2.757044908808055e-09,5.185950570838026e-11,6.400320653419623e-15,3.030015969800242e-15,1123.854269083818,44797.08240190797
10.88607594936709,0.0001203315068302929,0.002306338941771736,7.397506971221175e-06,2.695371987351307e-09,4.978202581459224e-11,7.296031906836429e-15,3.304299579160315e-15,1149.49421532402,48603.24000215654
13.06329113924051,0.000116893288810319,0.002250657347996675,7.206443970164202e-06,2.623483482738532e-09,4.760499673989467e-11,8.042053514596441e-15,3.492092318643048e-15,1176.546148084971,51219.34417251873
15.24050632911392,0.0001143883357540655,0.002178100403223799,6.963155988195483e-06,2.54249340329353e-09,4.534674434848583e-11,8.669617477300611e-15,3.619999131918405e-15,1204.366037846143,52639.47337258088
17.41772151898734,0.0001130675430492859,0.002094457506754816,6.685879303423689e-06,2.456131377561243e-09,4.30656797351725e-11,9.209573471022344e-15,3.710696299025384e-15,1232.338226992676,52920.11223236581
19.59493670886076,0.0001130033648928488,0.002007599204349363,6.399338172738401e-06,2.369410334128191e-09,4.083929071701977e-11,9.689842601858876e-15,3.782343249251857e-15,1260.143928844545,52615.38683286599
21.77215189873418,0.0001144287093072464,0.001924549166853994,6.125579077221978e-06,2.286833558786793e-09,3.873617904168266e-11,1.013798654900753e-14,3.850840401389243e-15,1287.606831582186,51991.22117611657
23.94936708860759,0.0001180005821476062,0.001849414878121244,5.877504109763214e-06,2.211128049405373e-09,3.679669654925524e-11,1.058725284277875e-14,3.933718212039968e-15,1314.315413946346,50610.59889039077
26.12658227848101,0.0001249211386548113,0.0017828811357929,5.657295185830267e-06,2.142918853364143e-09,3.502829257261264e-11,1.108366855130139e-14,4.054158160257201e-15,1339.876692293739,48504.78572241887
28.30379746835443,0.0001375574063441251,0.001723056318658724,5.459064729960871e-06,2.081212356824712e-09,3.34133954228568e-11,1.170085261422511e-14,4.249013240223257e-15,1363.930348993282,45730.78392079618
30.48101265822785,0.0001606746693379986,0.001666926096874177,5.27339587230126e-06,2.024237569506271e-09,3.192265620354346e-11,1.257011318086401e-14,4.5847872767746e-15,1386.147167894701,42343.58713652784
32.65822784810127,0.0002038383163155836,0.001611710196372687,5.091575687931116e-06,1.970237179866484e-09,3.052745235663558e-11,1.394025708770643e-14,5.189067924302247e-15,1406.227417599436,38396.66032192062
34.83544303797468,0.0002859096355034484,0.001555687352870231,4.908168874620872e-06,1.917962130831815e-09,2.920813376731871e-11,1.629273561342853e-14,6.310594866508691e-15,1423.900082820742,33943.40646361294
37.0126582278481,0.0004424693556295762,0.001498402301644276,4.721668616190268e-06,1.866826768777347e-09,2.795772358875056e-11,2.054647334943731e-14,8.42490576854598e-15,1438.922955330507,29038.20945835342
39.18987341772152,0.0007354711764160477,0.001440401795813543,4.533684180828087e-06,1.816806923982804e-09,2.678252626785384e-11,2.837333912103503e-14,1.239337947619089e-14,1451.083304085195,23736.88099927553
41.36708860759494,0.001261426196244512,0.001382747820626475,4.347436873385674e-06,1.768213536995657e-09,2.570149983279085e-11,4.259197413628135e-14,1.96527230772949e-14,1460.198823187589,18096.69728282633
43.54430379746836,0.00213973657685782,0.001326534989525515,4.16626731908143e-06,1.721456734453337e-09,2.474445468832794e-11,6.735795547267392e-14,3.227219700902546e-14,1466.120533889679,12179.80980782483
45.72151898734177,0.00343973751176858,0.00127255856837186,3.992606579267242e-06,1.67686937857429e-09,2.394519950944272e-11,1.073280461498604e-13,5.242448355908092e-14,1468.803326932276,6178.706038024201
47.89873417721519,0.004968721109534306,0.001221182722473679,3.827810205369327e-06,1.839870669078241e-09,2.463910686952726e-10,3.81664732848401e-11,2.178671016743048e-11,1469.498541158649,2475.974234389907
50.07594936708861,0.0062869767373417,0.001172380943969044,3.671855325213987e-06,2.267160798480398e-09,7.494274105619749e-10,1.211478912266743e-10,6.691050376644086e-11,1470.123788497533,2321.395557673713
52.25316455696203,0.007296655390980272,0.001125878546410489,3.523640954808684e-06,2.75696660845742e-09,1.308588379152194e-09,2.075231917264518e-10,1.095091232216405e-10,1470.761718584349,2339.544506966889
54.43037974683544,0.00803053125274597,0.001081320119702971,3.382014873332502e-06,3.280729018702144e-09,1.89211184613202e-09,2.918378904593402e-10,1.472198577064156e-10,1471.411829245266,2359.130868312131
56.60759493670886,0.008550609840845163,0.001038403004482527,3.245992904529019e-06,3.821759947841524e-09,2.481760902316786e-09,3.71357285617622e-10,1.793989393848217e-10,1472.072222813317,2376.399927317028
58.78481012658228,0.008920600151557458,0.0009969485224950562,3.114972574702379e-06,4.368948562089963e-09,3.065676982893019e-09,4.446301719777739e-10,2.061036979475678e-10,1472.741466205744,2391.794954470734
60.96202531645569,0.009192155661892774,0.0009569108397994019,2.988762030010288e-06,4.915331231540414e-09,3.636683960544676e-09,5.110957715246127e-10,2.277980707031019e-10,1473.418414936192,2405.627022810323
63.13924050632912,0.009401139722477784,0.0009183421801690131,2.867475043984698e-06,5.456710301228037e-09,4.190697440079847e-09,5.707405949486597e-10,2.451246376071505e-10,1474.102082242269,2418.082419406945
65.31645569620254,0.009569732349430855,0.0008813398247985825,2.75136959465884e-06,5.990511184954817e-09,4.725434669422981e-09,6.23834365841409e-10,2.587489065265617e-10,1474.791584804059,2429.298297014097
67.49367088607595,0.009710506484726128,0.0008459970805194838,2.640697784784541e-06,6.515028060850048e-09,5.239575270680011e-09,6.707647270687238e-10,2.692770136737322e-10,1475.486123287165,2439.379350395077
69.67088607594937,0.00983019899641565,0.0008123715910972998,2.535608223481931e-06,7.029162666998222e-09,5.732472528303658e-09,7.119801754570342e-10,2.772429182790652e-10,1476.184936665699,2448.316628517092
71.84810126582279,0.009932349134892273,0.0007804745835528007,2.436111754407473e-06,7.532268759641991e-09,6.203980756332735e-09,7.479585809999998e-10,2.831098475876359e-10,1476.887278983786,2456.047025931769
74.0253164556962,0.01001885936214166,0.000750277166851771,2.342098984214324e-06,8.023963722304397e-09,6.654245169465248e-09,7.791724861168326e-10,2.872678917164095e-10,1477.592422197168,2462.532316981024
76.20253164556962,0.01009082328097884,0.000721726074553285,2.253386950475484e-06,8.504025166324821e-09,7.083583715615648e-09,8.060727274832894e-10,2.900404837951297e-10,1478.299648672256,2467.749097432717
78.37974683544304,0.01014892604688672,0.0006947610752179446,2.169771395872903e-06,8.97231601056519e-09,7.492399185831223e-09,8.290778857640253e-10,2.916916872830966e-10,1479.008244616366,2471.692305779375
80.55696202531645,0.01019363058239353,0.0006693284739265504,2.091067750505259e-06,9.428779255522859e-09,7.881167610678409e-09,8.485767308614694e-10,2.924385115772429e-10,1479.717487246482,2474.350796590298
82.73417721518987,0.01022526138321164,0.0006453882140179929,2.017133050826784e-06,9.87344330305322e-09,8.250438754990378e-09,8.649318121319723e-10,2.924612205447852e-10,1480.426638694364,2475.707644817279
84.9113924050633,0.01024404527577402,0.0006229148348122527,1.947869346054437e-06,1.030641478679488e-08,8.600824469035831e-09,8.784802463263415e-10,2.9190994017223e-10,1481.134949588952,2475.748608954059
87.08860759493672,0.01025013706202073,0.0006018942542386521,1.883214373788034e-06,1.07278548259909e-08,8.932971050810096e-09,8.895315555045096e-10,2.909081622767395e-10,1481.841669827989,2474.470665263145
89.26582278481013,0.01024364102729642,0.000582318880869814,1.823127055619352e-06,1.113800604754743e-08,9.247588906137886e-09,8.983754804734582e-10,2.895610636873014e-10,1482.54604896416,2471.856766546388
91.44303797468355,0.01022461941413877,0.0005641831724011206,1.767574031956677e-06,1.153714094153474e-08,9.545397166735199e-09,9.052748624147676e-10,2.879540393050618e-10,1483.247350562508,2467.912980480393
