series,max_abs_error,rms_error
phi,0.007842081702854335,0.003393773494864858
fuel_temp,51.11025212898335,43.38370622910219
graphite_temp,534.2127922632413,276.69093518867277
C1,2.8029509450060063e-08,1.894673231894555e-08
C2,9.131954090435087e-08,6.248856171340312e-08
C3,6.103423405819176e-08,4.283358891457837e-08
C4,4.3971893694701524e-08,3.0085353439984605e-08
C5,2.743208444954253e-09,1.8318995013019803e-09
C6,1.0643167394682729e-09,5.562301038129787e-10
