time_s,phi_mid,rho,power,fuel_mid,graphite_mid,core_inlet,core_outlet,hx1_hot_outlet,hx1_cold_outlet,hx2_hot_outlet,hx2_cold_outlet,brayton_return
23,0.008711572188104779,0,9848262.061363926,895.627973244225,1565.9255951547,881.0768720945451,908.5985205586369,881.10101710487,908.6406365636916,849.3061326199704,909.3734697957972,865.648492078677
24,0.008711534097618904,0,9848040.832670005,895.6317644792924,1565.966439464877,881.0812433180932,908.6016394760968,881.1065321826117,908.6390883950235,849.3058741406411,909.3627011553029,865.6374060307758
25,0.008711496852706748,0,9847819.645665625,895.6358032225166,1566.007152411592,881.0858434409463,908.6049720190842,881.1122753455259,908.6377853008973,849.3057109038388,909.3521504146604,865.6265222466143
26,0.008711460481898947,0,9847598.535515528,895.6400735215683,1566.04773487077,881.0906725115228,908.6085332505031,881.1182461801141,908.6367258441805,849.3056428626292,909.3418175859478,865.6158422617963
27,0.008711424893046545,0,9847377.418777825,895.6445679402058,1566.088187691242,881.0957304585062,908.6123315441778,881.124444214897,908.6359022453661,849.3056699861023,909.3317028418094,865.6053681434871
28,0.008711389813344727,0,9847156.013647486,895.6492849591023,1566.128511669463,881.10101710487,908.616374864721,881.1308689283669,908.6353079897696,849.3057922551534,909.3218063746796,865.5950992250238
29,0.008711354786855363,0,9846933.829501504,895.6542244062293,1566.168707516357,881.1065321826117,908.6206598523338,881.1375197557823,908.634940598449,849.3060096595711,909.3121284973274,865.585032695214
30,0.008711319476092898,0,9846710.50114846,895.6593861502683,1566.208775878667,881.1122753455259,908.6251744793457,881.1443960949788,908.6347998913564,849.3063221965037,909.3026697275945,865.5751664690678
31,0.008711283748890826,0,9846485.885509055,895.6647699787981,1566.2487173765,881.1182461801141,908.6299095631634,881.15149731134,908.6348866375255,849.3067298701786,909.293430562009,865.5654998827196
32,0.008711247454433567,0,9846259.812276805,895.6703756039196,1566.28853259992,881.124444214897,908.6348615615835,881.1588227420548,908.635202198476,849.3072326975785,909.2844111853489,865.5560329472357
33,0.008711210449694713,0,9846032.11811455,895.676202674604,1566.328222110419,881.1308689283669,908.6400296159404,881.1663716997591,908.6357478342452,849.3078307356732,909.2756114651528,865.5467658207924
34,0.008711172689477468,0,9845802.750345705,895.6822507939535,1566.36778645883,881.1375197557823,908.6454134691993,881.1741434756383,908.6365239490415,849.308524096489,909.2670311258178,865.5376986796985
35,0.008711134165553455,0,9845571.698454626,895.6885195244372,1566.407226192075,881.1443960949788,908.6510128857174,881.1821373420504,908.6375300810975,849.3093128955682,909.2586698824549,865.5288318105127
36,0.008711094865175541,0,9845338.947175818,895.6950083887637,1566.446541852314,881.15149731134,908.656827577327,881.1903525547327,908.6387653529745,849.3101971956202,909.2505275001583,865.5201656876812
37,0.008711054766877826,0,9845104.471743269,895.7017168695799,1566.485733975331,881.1588227420548,908.6628572096188,881.1987883546522,908.6402288133982,849.3111770103354,909.2426038215863,865.5117007661233
38,0.008711013842610929,0,9844868.240304675,895.7086444091608,1566.524803089306,881.1663716997591,908.669101406475,881.2074439695732,908.6419195596022,849.3122523377654,909.2348987644946,865.5034372151324
39,0.00871097206106438,0,9844630.217670206,895.7157904119226,1566.563749714216,881.1741434756383,908.6755597498759,881.2163186154065,908.6438367546068,849.313423181989,909.2274122857572,865.4953749133474
40,0.008710929397088663,0,9844390.37594378,895.7231542503027,1566.60257436295,881.1821373420504,908.6822317803268,881.2254114973949,908.6459796187403,849.3146895591892,909.2201443391676,865.4875136082611
41,0.008710885836295016,0,9844148.69968258,895.730735271297,1566.641277543275,881.1903525547327,908.6891169983813,881.2347218112584,908.6483474190917,849.3160514977473,909.2130948514929,865.4798530388581
42,0.008710841346641917,0,9843905.153739,895.7385327971964,1566.679859754605,881.1987883546522,908.6962148657105,881.2442487446702,908.6509394604009,849.3175090392416,909.2062637169577,865.4723929899179
43,0.008710795881575058,0,9843659.686816672,895.7465461260505,1566.718321485355,881.2074439695732,908.7035248066586,881.2539914790161,908.6537550771565,849.3190622413747,909.1996508001761,865.4651333172837
44,0.008710749415223106,0,9843412.271245837,895.7547745377774,1566.756663216738,881.2163186154065,908.7110462120455,881.2639491903348,908.6567936266676,849.3207111773565,909.1932559408677,865.4580739456039
45,0.008710702004224618,0,9843162.972784426,895.7632173103846,1566.794885437851,881.2254114973949,908.7187784470556,881.2741210489465,908.6600544830451,849.3224559292244,909.1870789581461,865.451214835366
46,0.008710653822752615,0,9842911.990016835,895.7718737402423,1566.832988667133,881.2347218112584,908.7267208641853,881.2845062187425,908.6635370319782,849.3242965799693,909.1811196540316,865.4445559442358
47,0.008710605066204639,0,9842659.545294797,895.7807431419229,1566.87097345616,881.2442487446702,908.7348728166879,881.2951038570498,908.667240666225,849.326233209119,909.1753778162739,865.4380972051172
48,0.008710555834262333,0,9842405.752576606,895.7898248244769,1566.908840372055,881.2539914790161,908.743233665398,881.3059131150925,908.671164781857,849.3282658918487,909.169853220592,865.4318385210988
49,0.008710506166650808,0,9842150.65804611,895.7991180741475,1566.94658998647,881.2639491903348,908.7518027783559,881.3169331386848,908.6753087754471,849.3303946999067,909.1645456324243,865.4257797681404
50,0.008710456106072946,0,9841894.311359026,895.8086221531945,1566.984222876085,881.2741210489465,908.760579526585,881.3281630689205,908.6796720424765,849.3326197032802,909.1594548082657,865.4199207993928
51,0.008710405697936014,0,9841636.765333151,895.8183363055416,1567.021739623071,881.2845062187425,908.7695632773555,881.3396020428171,908.6842539769979,849.3349409718645,909.1545804966654,865.414261449128
52,0.008710354963630932,0,9841378.045745693,895.8282597603935,1567.059140810669,881.2951038570498,908.7787533850529,881.3512491939535,908.6890539720907,849.3373585763995,909.1499224389385,865.408801535957
53,0.008710303877610558,0,9841118.125467645,895.838391729327,1567.096427014604,881.3059131150925,908.7881491810623,881.3631036530667,908.6940714204601,849.3398725884382,909.1454803696494,865.4035408654163
54,0.00871025236015965,0,9840856.916365301,895.8487313997199,1567.133598793202,881.3169331386848,908.7977499656466,881.3751645484896,908.6993057147595,849.3424830796869,909.1412540169252,865.3984792320194
55,0.008710200302060682,0,9840594.297245616,895.8592779332337,1567.170656682026,881.3281630689205,908.8075550046611,881.387431006389,908.7047562474096,849.3451901211699,909.1372431026624,865.3936164208612
56,0.008710147609739146,0,9840330.164885266,895.8700304740853,1567.207601196802,881.3396020428171,908.8175635313587,881.3999021508583,908.7104224097628,849.3479937824765,909.1334473426912,865.3889522088424
57,0.008710094224196262,0,9840064.455355678,895.8809881609581,1567.244432839779,881.3512491939535,908.8277747508747,881.4125771039627,908.716303590561,849.3508941311582,909.1298664469446,865.3844863655838
58,0.008710040107733085,0,9839797.128927177,895.8921501345142,1567.281152103673,881.3631036530667,908.8381878454729,881.4254549857912,908.7223991738317,849.3538912322723,909.1265001196425,865.3802186540784
59,0.008709985234154515,0,9839528.158938266,895.9035155398169,1567.317759473801,881.3751645484896,908.8488019808127,881.4385349145469,908.7287085365907,849.3569851480405,909.1233480594846,865.3761488311338
60,0.008709929589336481,0,9839257.532401269,895.9150835262554,1567.354255430314,881.387431006389,908.8596163136447,881.4518160066741,908.7352310467697,849.3601759376025,909.1204099598287,865.3722766476607
61,0.008709873168042314,0,9838985.2463797,895.9268532463155,1567.390640449835,881.3999021508583,908.870629999636,881.4652973770081,908.7419660616354,849.363463656842,909.1176855088307,865.3686018488604
62,0.008709815966969119,0,9838711.300121253,895.9388238537936,1567.426915005833,881.4125771039627,908.8818421990694,881.4789781389258,908.7489129267658,849.3668483582662,909.1151743895131,865.3651241743764
63,0.008709757980152772,0,9838435.689873219,895.9509945018971,1567.463079568136,881.4254549857912,908.8932520789801,881.4928574044801,908.7560709756074,849.3703300909286,909.1128762797423,865.3618433584497
64,0.008709699197191062,0,9838158.406890484,895.9633643415299,1567.499134602142,881.4385349145469,908.9048588120775,881.5069342845113,908.7634395296554,849.3739089003823,909.1107908521084,865.3587591300866
65,0.008709639603269131,0,9837879.437480755,895.975932520146,1567.535080568018,881.4518160066741,908.9166615740803,881.5212078887363,908.7710178992401,849.3775848286541,909.1089177737165,865.3558712132357
66,0.008709579180918971,0,9837598.765004802,895.9886981814781,1567.570917920229,881.4652973770081,908.9286595410274,881.5356773258213,908.7788053847507,849.3813579142333,909.1072567059186,865.3531793269517
67,0.008709517910950215,0,9837316.370934125,896.0016604657984,1567.606647107243,881.4789781389258,908.9408518871795,881.5503417034442,908.7868012780075,849.3852281920697,909.1058073040116,865.3506831855227
68,0.008709455771860251,0,9837032.234186718,896.0148185101941,1567.642268571123,881.4928574044801,908.9532377835252,881.5652001283476,908.7950048634942,849.3891956935787,909.1045692169317,865.3483824985342
69,0.008709392744133232,0,9836746.335984297,896.0281714495165,1567.67778274791,881.5069342845113,908.9658163970311,881.5802517063875,908.803415419295,849.393260446649,909.1035420869713,865.3462769708476
70,0.008709328823612727,0,9836458.674948139,896.0417184193885,1567.713190070445,881.5212078887363,908.9785868911927,881.5954955425805,908.8120322177152,849.3974224756549,909.1027255495467,865.34436630249
71,0.008709264036117888,0,9836169.283573465,896.055458561195,1567.748490973856,881.5356773258213,908.9915484284031,881.6109307411475,908.8208545256495,849.4016818014716,909.1021192330318,865.3426501884628
72,0.008709198435964405,0,9835878.226500215,896.0693910258717,1567.783685900763,881.5503417034442,909.0047001738121,881.6265564055587,908.8298816047705,849.4060384414956,909.1017227586656,865.3411283184975
73,0.008709132083687725,0,9835585.575304095,896.0835149726722,1567.818775302387,881.5652001283476,909.0180412991812,881.6423716385793,908.8391127116198,849.4104924096671,909.1015357405236,865.3398003767763
74,0.008709065024798408,0,9835291.384503219,896.0978295635083,1567.853759635796,881.5802517063875,909.0315709850568,881.6583755423146,908.8485470976931,849.4150437164943,909.1015577855372,865.3386660416554
75,0.008708997288462745,0,9834995.690111214,896.1123339574592,1567.888639360888,881.5954955425805,909.0452884206549,881.6745672182574,908.8581840096634,849.419692369081,909.1017884935442,865.3377249854026
76,0.00870892889647272,0,9834698.519810729,896.1270273084126,1567.923414939041,881.6109307411475,909.0591928018463,881.6909457673354,908.8680226898523,849.4244383711488,909.102227457354,865.3369768739865
77,0.00870885986585531,0,9834399.895921705,896.1419087649773,1567.958086832227,881.6265564055587,909.073283327809,881.7075102899603,908.8780623769686,849.4292817230605,909.1028742628214,865.3364213669236
78,0.008708790203183903,0,9834099.82898915,896.1569774704133,1567.992655501098,881.6423716385793,909.0875591968318,881.724259886076,908.8883023070019,849.4342224218349,909.1037284889175,865.336058117193
79,0.008708719898071666,0,9833798.310453769,896.1722325615066,1568.027121401894,881.6583755423146,909.1020196019571,881.7411936552097,908.8987417140862,849.4392604611569,909.1047897078026,865.3358867712109
80,0.008708648923000006,0,9833495.312485108,896.1876731672993,1568.06148498332,881.6745672182574,909.1166637273989,881.7583106965224,908.9093798311721,849.444395831381,909.1060574849016,865.3359069688477
81,0.008708577241655927,0,9833190.797419401,896.2032984094564,1568.095746684963,881.6909457673354,909.1314907465221,881.7756101088589,908.9202158904044,849.449628519528,909.1075313789923,865.3361183434749
82,0.008708504820499442,0,9832884.730825886,896.2191074048985,1568.129906937823,881.7075102899603,909.1464998215907,881.7930909908001,908.9312491231468,849.4549585092755,909.1092109423212,865.3365205220249
83,0.008708431635450539,0,9832577.089038933,896.235099269407,1568.163966166061,881.724259886076,909.1616901049475,881.8107524407139,908.9424787596608,849.4603857809444,909.1110957207479,865.3371131250575
84,0.008708357671762194,0,9832267.858984875,896.251273120394,1568.197924788733,881.7411936552097,909.177060741176,881.8285935568074,908.9539040285074,849.4659103114834,909.1131852539219,865.3378957668261
85,0.008708282921338812,0,9831957.035128077,896.2676280780997,1568.23178322102,881.7583106965224,909.1926108699179,881.8466134371793,908.9655241558022,849.4715320744513,909.1154790754805,865.3388680553447
86,0.008708207380552582,0,9831644.616988592,896.2841632655333,1568.265541875056,881.7756101088589,909.2083396289885,881.8648111798711,908.9773383644783,849.4772510400009,909.1179767132521,865.3400295924549
87,0.008708131048314019,0,9831330.606955118,896.300877807746,1568.299201160408,881.7930909908001,909.224246157212,881.8831858829191,908.9893458736797,849.4830671748634,909.120677689456,865.3413799739095
88,0.00870805392394668,0,9831015.007883722,896.3177708308683,1568.332761484157,881.8107524407139,909.2403295963294,881.9017366444052,909.0015458983656,849.4889804423377,909.123581520873,865.3429187894767
89,0.008707976005330336,0,9830697.821005233,896.3348414611511,1568.366223250641,881.8285935568074,909.2565890916154,881.9204625625086,909.0139376491661,849.4949908022784,909.1266877189868,865.3446456230731
90,0.008707897287763524,0,9830379.044648353,896.3520888241583,1568.399586860998,881.8466134371793,909.2730237913245,881.9393627355541,909.0265203324991,849.5010982110898,909.1299957900801,865.3465600529257
91,0.008707817763682868,0,9830058.673931116,896.3695120442251,1568.432852712651,881.8648111798711,909.2896328454572,881.9584362620618,909.0392931509141,849.5073026217209,909.1335052352952,865.3486616517532
92,0.00870773742308957,0,9829736.701249465,896.3871102442511,1568.466021198872,881.8831858829191,909.3064154043905,881.9776822407952,909.0522553035836,849.5136039836617,909.1372155506597,865.3509499869519
93,0.008707656254355078,0,9829413.117191426,896.4048825458001,1568.4990927085,881.9017366444052,909.3233706177375,881.9970997708082,909.0654059868342,849.5200022429441,909.1411262270939,865.3534246207795
94,0.008707574245715374,0,9829087.912225688,896.4228280695152,1568.532067625927,881.9204625625086,909.3404976336167,882.0166879514902,909.0787443946124,849.5264973421422,909.1452367504079,865.3560851105105
95,0.008707491388500254,0,9828761.080344925,896.4409459360246,1568.564946331683,881.9393627355541,909.3577955984703,882.0364458826114,909.0922697188253,849.533089220378,909.1495466013035,865.3589310085663
96,0.008707407681903348,0,9828432.62444159,896.4592352674767,1568.597729203876,881.9584362620618,909.3752636575781,882.0563726643663,909.1059811495402,849.5397778133261,909.1540552553899,865.3619618626033
97,0.008707323136281886,0,9828102.560015494,896.4776951893052,1568.630416620243,881.9776822407952,909.3929009563027,882.0764673974178,909.1198778750655,849.5465630532269,909.1587621832206,865.365177215568
98,0.008707237771429621,0,9827770.913202532,896.496324831245,1568.663008959877,881.9970997708082,909.4107066418013,882.0967291829376,909.133959081955,849.5534448689002,909.1636668503526,865.3685766057212
99,0.008707151610273745,0,9827437.713644451,896.5151233268264,1568.695506603796,882.0166879514902,909.4286798646638,882.117157122649,909.1482239549806,849.5604231857626,909.168768717425,865.3721595666442
100,0.008707064672826451,0,9827102.987660667,896.5340898116236,1568.727909934405,882.0364458826114,909.4468197799197,882.1377503188677,909.1626716771334,849.5674979258506,909.1740672402498,865.3759256272363
101,0.00870697697412836,0,9826766.755938565,896.5532234213573,1568.760219334589,882.0563726643663,909.4651255471275,882.1585078745412,909.1773014297053,849.5746690078442,909.1795618699077,865.3798743117165
102,0.008706888525031511,0,9826429.03443205,896.5725232906892,1568.792435186945,882.0764673974178,909.4835963295868,882.1794288932891,909.1921123924911,849.5819363470932,909.185252052846,865.3840051396381
103,0.008706799332511252,0,9826089.834725192,896.5919885527086,1568.82455787307,882.0967291829376,909.5022312928822,882.2005124794417,909.2071037441073,849.5892998556452,909.1911372309689,865.3883176259224
104,0.008706709398333911,0,9825749.162537534,896.6116183386264,1568.856587772621,882.117157122649,909.5210296030471,882.2217577380793,909.2222746623795,849.5967594422716,909.197216841724,865.3928112809127
105,0.008706618717630652,0,9825407.016123988,896.6314117774034,1568.888525262101,882.1377503188677,909.5399904246967,882.243163775069,909.2376243247305,849.604315012495,909.2034903181826,865.3974856104469
106,0.008706527279435643,0,9825063.386892458,896.6513679955434,1568.920370713763,882.1585078745412,909.5591129194985,882.2647296971045,909.2531519084899,849.6119664686138,909.2099570891199,865.4023401159399
107,0.008706435069649776,0,9824718.262755847,896.6714861174574,1568.952124495044,882.1794288932891,909.5783962452684,882.2864546117416,909.2688565910779,849.6197137097255,909.2166165790971,865.4073742944718
108,0.008706342074882464,0,9824371.632468108,896.6917652665092,1568.983786968716,882.2005124794417,909.5978395557966,882.3083376274367,909.2847375500351,849.6275566317499,909.2234682085546,865.4125876388779
109,0.008706248285087112,0,9824023.488591233,896.7122045663767,1569.015358493504,882.2217577380793,909.6174420013296,882.3303778535832,909.3007939628998,849.6354951274504,909.2305113939142,865.4179796378311
110,0.008706153694182449,0,9823673.828184817,896.7328031421916,1569.046839424828,882.243163775069,909.6372027295486,882.3525744005484,909.3170250069675,849.6435290864544,909.2377455476964,865.4235497759207
111,0.008706058299318097,0,9823322.65196606,896.7535601211331,1569.078230115404,882.2647296971045,909.6571208868488,882.3749263797104,909.333429858984,849.651658395275,909.2451700786437,865.4292975337271
112,0.008705962099727097,0,9822969.963006942,896.7744746324854,1569.109530915633,882.2864546117416,909.6771956197027,882.3974329034942,909.3500076948366,849.6598829373332,909.2527843918481,865.4352223878939
113,0.008705865095598807,0,9822615.765458297,896.795545807343,1569.140742173789,882.3083376274367,909.697426075847,882.4200930854078,909.3667576892993,849.6682025929792,909.2605878888727,865.4413238112043
114,0.008705767287054321,0,9822260.063393097,896.8167727781652,1569.171864236007,882.3303778535832,909.7178114050575,882.4429060400787,909.383679015868,849.6766172395166,909.2685799678648,865.447601272666
115,0.008705668673293475,0,9821902.859846007,896.8381546783191,1569.202897446132,882.3525744005484,909.7383507593954,882.4658708832889,909.4007708467107,849.685126751227,909.2767600236516,865.4540542376049
116,0.008705569252032128,0,9821544.156181961,896.859690641694,1569.233842145448,882.3749263797104,909.7590432929662,882.4889867320106,909.4180323527323,849.6937309993947,909.2851274478176,865.4606821677721
117,0.008705469019319794,0,9821183.95189457,896.8813798024424,1569.264698672388,882.3974329034942,909.7798881613755,882.5122527044408,909.4354627037341,849.7024298523332,909.2936816287648,865.4674845214578
118,0.008705367969754275,0,9820822.244851852,896.9032212948881,1569.295467362278,882.4200930854078,909.8008845210963,882.5356679200358,909.4530610686345,849.7112231754103,909.3024219517581,865.4744607536073
119,0.008705266097107501,0,9820459.032004766,896.925214253618,1569.326148547197,882.4429060400787,909.8220315289333,882.5592314995447,909.4708266157014,849.7201108310755,909.3113477989601,865.481610315933
120,0.008705163395470575,0,9820094.310679525,896.9473578137985,1569.356742556043,882.4658708832889,909.8433283417063,882.5829425650431,909.4887585127587,849.7290926788871,909.3204585494622,865.4889326570174
121,0.008705059860951748,0,9819728.080490952,896.9696511117328,1569.387249714919,882.4889867320106,909.8647741162396,882.6068002399667,909.5068559273366,849.7381685755394,909.3297535793159,865.4964272224015
122,0.008704955493458337,0,9819360.345347308,896.992093285609,1569.417670347828,882.5122527044408,909.8863680096981,882.6308036491423,909.525118026758,849.7473383748911,909.3392322615705,865.5040934546549
123,0.008704850297543381,0,9818991.114396874,897.0146834762101,1569.448004777535,882.5356679200358,909.9081091802369,882.6549519188209,909.5435439781722,849.7566019279951,909.3488939663184,865.5119307934319
124,0.008704744281544018,0,9818620.401046952,897.0374208272599,1569.478253326259,882.5592314995447,909.9299967878267,882.6792441767088,909.5621329485539,849.765959083128,909.3587380607497,865.5199386755122
125,0.008704637455390048,0,9818248.220485589,897.0603044852153,1569.508416315971,882.5829425650431,909.9520299950178,882.7036795519991,909.5808841046922,849.7754096858232,909.3687639092137,865.5281165348334
126,0.008704529828400889,0,9817874.587195601,897.0833335986169,1569.538494068283,882.6068002399667,909.9742079674279,882.7282571754022,909.5997966132013,849.7849535789022,909.3789708732853,865.5364638025191
127,0.008704421408076729,0,9817499.513594782,897.1065073173306,1569.568486904122,882.6308036491423,909.9965298738161,882.7529761791759,909.6188696405737,849.7945906025086,909.389358311833,865.5449799069077
128,0.008704312199771178,0,9817123.009672536,897.1298247919588,1569.598395143335,882.6549519188209,910.018994885741,882.7778356971556,909.6381023532916,849.8043205941424,909.3999255810847,865.5536642735872
129,0.008704202206518968,0,9816745.082801387,897.1532851734839,1569.628219104279,882.6792441767088,910.041602176892,882.8028348647839,909.6574939179922,849.8141433886929,909.4106720346928,865.5625163254366
130,0.00870409142867094,0,9816365.737330439,897.176887613054,1569.65795910333,882.7036795519991,910.0643509222385,882.8279728191394,909.6770435016656,849.8240588184731,909.4215970237935,865.5715354826752
131,0.008703979863678966,0,9815984.974347666,897.2006312618536,1569.687615454367,882.7282571754022,910.0872402971713,882.8532486989656,909.696750271852,849.8340667132522,909.4326998970648,865.5807211629202
132,0.008703867506559975,0,9815602.792207509,897.2245152711137,1569.717188468331,882.7529761791759,910.1102694768059,882.8786616446984,909.7166133968041,849.8441669002866,909.4439800007839,865.5900727812467
133,0.008703754351126768,0,9815219.187921599,897.2485387923584,1569.74667845302,882.7778356971556,910.1334376355697,882.9042107984958,909.7366320455916,849.8543592043519,909.4554366788857,865.5995897502501
134,0.008703640391493763,0,9814834.158856435,897.2727009778889,1569.776085713152,882.8028348647839,910.1567439471268,882.9298953042637,909.7568053881309,849.8646434477718,909.4670692730265,865.6092714801064
135,0.008703525623195679,0,9814447.703991774,897.2970009813763,1569.805410550636,882.8279728191394,910.1801875846182,882.9557143076837,909.7771325951445,849.8750194504478,909.4788771226523,865.6191173786322
136,0.008703410043580466,0,9814059.824358469,897.3214379583678,1569.834653264917,882.8532486989656,910.2037677211463,882.9816669562406,909.7976128380648,849.8854870298883,909.4908595650739,865.6291268513387
137,0.008703293651581394,0,9813670.522776302,897.3460110665779,1569.863814153268,882.8786616446984,910.2274835304005,883.0077523992479,909.8182452889073,849.8960460012357,909.5030159355449,865.6392993014847
138,0.008703176447174672,0,9813279.803238366,897.3707194659404,1569.892893510994,882.9042107984958,910.2513341873032,883.0339697878748,909.8390291201406,849.9066961772962,909.5153455673416,865.6496341301295
139,0.008703058430769168,0,9812887.670220872,897.3955623184834,1569.921891631519,882.9298953042637,910.2753188685559,883.0603182751719,909.8599635045836,849.9174373685673,909.5278477918412,865.6601307361865
140,0.008702939602650677,0,9812494.128056088,897.4205387881143,1569.950808806368,882.9557143076837,910.2994367529859,883.0867970160962,909.8810476153434,849.928269383266,909.5405219385945,865.6707885164813
141,0.008702819962538418,0,9812099.180433342,897.445648040392,1569.979645325075,882.9816669562406,910.3236870216485,883.1134051675372,909.9022806258095,849.9391920273582,909.5533673353914,865.6816068658143
142,0.008702699509302407,0,9811702.830082176,897.4708892423328,1570.008401475036,883.0077523992479,910.3480688577083,883.1401418883399,909.9236617096996,849.9502051045863,909.5663833083179,865.69258517703
143,0.008702578240884816,0,9811305.078685734,897.4962615622867,1570.037077541345,883.0339697878748,910.3725814461753,883.1670063393311,909.9451900411511,849.9613084164986,909.5795691818045,865.7037228410879
144,0.008702456154458428,0,9810905.927061331,897.5217641699072,1570.065673806669,883.0603182751719,910.3972239735998,883.1939976833406,909.9668647948347,849.9725017624764,909.5929242786677,865.7150192471356
145,0.008702333246846904,0,9810505.37563535,897.5473962362325,1570.094190551185,883.0867970160962,910.4219956278159,883.2211150852269,909.9886851460759,849.9837849397634,909.6064479201474,865.7264737825815
146,0.008702209515205915,0,9810103.425211124,897.5731569338906,1570.122628052658,883.1134051675372,910.4468955978061,883.2483577118981,910.0106502709597,849.9951577434932,909.62013942594,865.7380858331597
147,0.008702084957862,0,9809700.077913089,897.5990454374158,1570.150986586659,883.1401418883399,910.4719230737304,883.2757247323347,910.0327593464094,850.0066199667177,909.633998114236,865.7498547829917
148,0.008701959575033513,0,9809295.337996403,897.62506092362,1570.179266426922,883.1670063393311,910.4970772471321,883.3032153176122,910.0550115502328,850.0181714004352,909.6480233017554,865.7617800146378
