series,max_abs_error,rms_error
phi,0.012029289972501975,0.005045274309150284
fuel_temp,27.77851537557933,19.938909714969054
graphite_temp,690.1840910904441,311.31519441738595
C1,6.841765182832382e-08,5.842603936777474e-08
C2,6.000576807703153e-08,4.0186424303035205e-08
C3,7.783834059475305e-08,5.4364512209292584e-08
C4,5.7796657364552476e-08,3.9431778048344314e-08
C5,3.852062598012919e-09,2.4397084052325675e-09
C6,1.6443418623537637e-09,7.651736125754135e-10
