variant,core_avg_us,bop_avg_us,total_avg_us
baseline,23.5204,4.222495000000001,27.742895
analytic,44.63396000000001,6.951619999999999,51.58558000000001
speedup,0.5269619814150479,0.6074116536864791,0.5378032969678735
