series,max_abs_error,rms_error
phi,1.945390207541177e-05,1.3876853423949903e-05
fuel_temp,0.23131522615688027,0.2156597311568703
graphite_temp,0.7219771242587285,0.5195389011571827
C1,3.1066093021702825e-10,2.72790391715999e-10
C2,5.6229534258143e-10,4.454493518232793e-10
C3,2.1426305760741774e-10,1.5107547153059654e-10
C4,1.5032370918274735e-10,1.0795842679055104e-10
C5,1.0481224928154945e-11,7.511405053011731e-12
C6,3.1877201869364527e-12,2.2763121417727732e-12
