variant,core_avg_us,bop_avg_us,total_avg_us
baseline,13.063735,2.151239999999998,15.214974999999997
analytic,16.89453500000001,2.165865000000001,19.06040000000001
speedup,0.7732521196943267,0.9932475015755815,0.798250561373318
