simulation_index,step,time,point_index,z,C1,C2,C3,C4,C5,C6
1.030000000000000000e+02,2.399000000000000000e+03,2.399000000000000057e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.254528116173262629e-09,3.832198820624694285e-12,8.298446346612055866e-19,1.174677508008761806e-19,1.748359118135922481e-20,1.071553391088044557e-20
1.030000000000000000e+02,2.399000000000000000e+03,2.399000000000000057e+02,1.000000000000000000e+00,1.081761006289308158e+00,1.254199896099080173e-09,3.828588055492138007e-12,9.002677597407050891e-19,1.996706486209997906e-19,3.175190752288621772e-20,1.901328561948694010e-20
1.030000000000000000e+02,2.399000000000000000e+03,2.399000000000000057e+02,2.000000000000000000e+00,2.163522012578616316e+00,1.254584388778831749e-09,3.829535843464360238e-12,9.577366282812661152e-19,2.665470107758105564e-19,4.286394721408839381e-20,2.504339685852136773e-20
1.030000000000000000e+02,2.399000000000000000e+03,2.399000000000000057e+02,3.000000000000000000e+00,3.245283018867924696e+00,1.255709174825562441e-09,3.835213178891542265e-12,1.009827159512429506e-18,3.263877020899696293e-19,5.230387433365223610e-20,2.975623110502928423e-20
1.030000000000000000e+02,2.399000000000000000e+03,2.399000000000000057e+02,4.000000000000000000e+00,4.327044025157232632e+00,1.257308042134150413e-09,3.843913832463626951e-12,1.061767600084546505e-18,3.850744564170370268e-19,6.111479174558020491e-20,3.380924668468740882e-20
1.030000000000000000e+02,2.399000000000000000e+03,2.399000000000000057e+02,5.000000000000000000e+00,5.408805031446540568e+00,1.259038714600690751e-09,3.853447540840829110e-12,1.115274431576773575e-18,4.447272517313484426e-19,6.970473408370591518e-20,3.749678919609935463e-20
1.030000000000000000e+02,2.399000000000000000e+03,2.399000000000000057e+02,6.000000000000000000e+00,6.490566037735849392e+00,1.260687257626769101e-09,3.862446500254197656e-12,1.169851490012091890e-18,5.049872712734809615e-19,7.806380628664200783e-20,4.087670369621464558e-20
1.030000000000000000e+02,2.399000000000000000e+03,2.399000000000000057e+02,7.000000000000000000e+00,7.572327044025157328e+00,1.262207178326920275e-09,3.870614253153354094e-12,1.224517719339666286e-18,5.648494495713789576e-19,8.606080535428964076e-20,4.392623573337580837e-20
1.030000000000000000e+02,2.399000000000000000e+03,2.399000000000000057e+02,8.000000000000000000e+00,8.654088050314465264e+00,1.263641136756814970e-09,3.878224294066015975e-12,1.278732395861157942e-18,6.237102228942420265e-19,9.361644057886116507e-20,4.663475831046208290e-20
1.030000000000000000e+02,2.399000000000000000e+03,2.399000000000000057e+02,9.000000000000000000e+00,9.735849056603774088e+00,1.265037088800043899e-09,3.885583658783813735e-12,1.332452626019731232e-18,6.814925650201159873e-19,1.007315456720494266e-19,4.902460509798647846e-20
1.030000000000000000e+02,2.399000000000000000e+03,2.399000000000000057e+02,1.000000000000000000e+01,1.081761006289308114e+01,1.266414252334614795e-09,3.892815435423620918e-12,1.385836248407134985e-18,7.383571571756950751e-19,1.074469068081633605e-19,5.113599524573440364e-20
1.030000000000000000e+02,2.399000000000000000e+03,2.399000000000000057e+02,1.100000000000000000e+01,1.189937106918238996e+01,1.267769253223147954e-09,3.899898231060453624e-12,1.439007431523267514e-18,7.944490567300924332e-19,1.138040771626601902e-19,5.300918352902695405e-20
1.030000000000000000e+02,2.399000000000000000e+03,2.399000000000000057e+02,1.200000000000000000e+01,1.298113207547169878e+01,1.269092834894100329e-09,3.906773089372841605e-12,1.491995708244587327e-18,8.498189686061314248e-19,1.198308912308478903e-19,5.467654414713421727e-20
1.030000000000000000e+02,2.399000000000000000e+03,2.399000000000000057e+02,1.300000000000000000e+01,1.406289308176100583e+01,1.270379539636328937e-09,3.913405388027267203e-12,1.544775641215704602e-18,9.044562174578073452e-19,1.255444434146653356e-19,5.616282336755023616e-20
1.030000000000000000e+02,2.399000000000000000e+03,2.399000000000000057e+02,1.400000000000000000e+01,1.514465408805031466e+01,1.271628667473766371e-09,3.919790939977427278e-12,1.597316215681069820e-18,9.583395149086642515e-19,1.309581573793417311e-19,5.748809028428720494e-20
1.030000000000000000e+02,2.399000000000000000e+03,2.399000000000000057e+02,1.500000000000000000e+01,1.622641509433962170e+01,1.272841563196352075e-09,3.925938627571237766e-12,1.649601725590200340e-18,1.011461332033884942e-18,1.360858639597058301e-19,5.866999181154528134e-20
1.030000000000000000e+02,2.399000000000000000e+03,2.399000000000000057e+02,1.600000000000000000e+01,1.730817610062893053e+01,1.274019368954206302e-09,3.931856029347423705e-12,1.701629195779404663e-18,1.063827472252717003e-18,1.409423637447168674e-19,5.972461674643826044e-20
1.030000000000000000e+02,2.399000000000000000e+03,2.399000000000000057e+02,1.700000000000000000e+01,1.838993710691823935e+01,1.275162384993568613e-09,3.937545336719175483e-12,1.753399266840293134e-18,1.115448318174711039e-18,1.455424873108706859e-19,6.066655417887835463e-20
1.030000000000000000e+02,2.399000000000000000e+03,2.399000000000000057e+02,1.800000000000000000e+01,1.947169811320754818e+01,1.276270401475718235e-09,3.943005479518820226e-12,1.804910681906239325e-18,1.166332807352111914e-18,1.499002641401655578e-19,6.150879412434319303e-20
1.030000000000000000e+02,2.399000000000000000e+03,2.399000000000000057e+02,1.900000000000000000e+01,2.055345911949685345e+01,1.277343155239889976e-09,3.948235047738898279e-12,1.856159594102153041e-18,1.216487220114100808e-18,1.540286726871063966e-19,6.226275516252536284e-20
