simulation_index,step,time,point_index,z,C1,C2,C3,C4,C5,C6
7.820000000000000000e+02,5.990000000000000000e+02,5.990000000000000568e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.407587955247515999e-09,9.631248614024955713e-12,1.723452005042597306e-13,5.093817497430699028e-15,1.726353357744577424e-16,1.044136880072955865e-16
7.820000000000000000e+02,5.990000000000000000e+02,5.990000000000000568e+01,1.000000000000000000e+00,1.081761006289308158e+00,1.406629785042767828e-09,9.615313843029766559e-12,1.723903482549207408e-13,6.466793026215531076e-15,4.215765489933917114e-16,2.485561454698151779e-16
7.820000000000000000e+02,5.990000000000000000e+02,5.990000000000000568e+01,2.000000000000000000e+00,2.163522012578616316e+00,1.405672426232161948e-09,9.599935961145647731e-12,1.728773301978363489e-13,8.301318688914719091e-15,7.421689054550825045e-16,4.275380984220612905e-16
7.820000000000000000e+02,5.990000000000000000e+02,5.990000000000000568e+01,3.000000000000000000e+00,3.245283018867924696e+00,1.404715906321400496e-09,9.585112932224024977e-12,1.738013169370080915e-13,1.058772122322484817e-14,1.129984151140624746e-15,6.370275777035161165e-16
7.820000000000000000e+02,5.990000000000000000e+02,5.990000000000000568e+01,4.000000000000000000e+00,4.327044025157232632e+00,1.403760339026674342e-09,9.570845025559962210e-12,1.751574056994488751e-13,1.331631881701057573e-14,1.580817761227545594e-15,8.731896473487413049e-16
7.820000000000000000e+02,5.990000000000000000e+02,5.990000000000000568e+01,5.000000000000000000e+00,5.408805031446540568e+00,1.402806088062172243e-09,9.557139576605914174e-12,1.769407435147462558e-13,1.647745024070075571e-14,2.090680757160924061e-15,1.132630012023211901e-15
7.820000000000000000e+02,5.990000000000000000e+02,5.990000000000000568e+01,6.000000000000000000e+00,6.490566037735849392e+00,1.401854105074918636e-09,9.544020765799446552e-12,1.791467452607422310e-13,2.006149620065654742e-14,2.655790209643419559e-15,1.412344214049682756e-15
7.820000000000000000e+02,5.990000000000000000e+02,5.990000000000000568e+01,7.000000000000000000e+00,7.572327044025157328e+00,1.400906486112090805e-09,9.531545698816515029e-12,1.817714375467004028e-13,2.405889895135859352e-14,3.272559345719534420e-15,1.709672223352803432e-15
7.820000000000000000e+02,5.990000000000000000e+02,5.990000000000000568e+01,8.000000000000000000e+00,8.654088050314465264e+00,1.399967185251718761e-09,9.519825011120973785e-12,1.848118938969232911e-13,2.846018245532555232e-14,3.937587686999411130e-15,2.022257977131045631e-15
7.820000000000000000e+02,5.990000000000000000e+02,5.990000000000000568e+01,9.000000000000000000e+00,9.735849056603774088e+00,1.399042654507805510e-09,9.509041321245021281e-12,1.882666248317765707e-13,3.325597245094681556e-14,4.647651507774619661e-15,2.348013426048794755e-15
