simulation_index,step,time,point_index,z,C1,C2,C3,C4,C5,C6
2.030000000000000000e+02,2.407000000000000000e+03,2.407000000000000171e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.146640473516437150e-07,1.382209105150328995e-07,8.122154009084156374e-09,2.149948879432877506e-10,2.644757023814680101e-12,1.595414667382268806e-12
2.030000000000000000e+02,2.407000000000000000e+03,2.407000000000000171e+02,1.000000000000000000e+00,1.081761006289308158e+00,1.145933990731608866e-07,1.379947599382627749e-07,8.082622089901715182e-09,2.343711871368620287e-10,6.562629345036458614e-12,3.848919126252060260e-12
2.030000000000000000e+02,2.407000000000000000e+03,2.407000000000000171e+02,2.000000000000000000e+00,2.163522012578616316e+00,1.145256545822430941e-07,1.377787269423581587e-07,8.051435789715880545e-09,2.621940958083158217e-10,1.177663786484744585e-11,6.726438743769803912e-12
2.030000000000000000e+02,2.407000000000000000e+03,2.407000000000000171e+02,3.000000000000000000e+00,3.245283018867924696e+00,1.144609986428892862e-07,1.375735315674874356e-07,8.029169473390089118e-09,2.989830316506773138e-10,1.830633917335561023e-11,1.019325175563656118e-11
2.030000000000000000e+02,2.407000000000000000e+03,2.407000000000000171e+02,4.000000000000000000e+00,4.327044025157232632e+00,1.143996591294490137e-07,1.373799869348904393e-07,8.016444731135678715e-09,3.452902961777570491e-10,2.617004876043015545e-11,1.421473793278054413e-11
2.030000000000000000e+02,2.407000000000000000e+03,2.407000000000000171e+02,5.000000000000000000e+00,5.408805031446540568e+00,1.143419160790598240e-07,1.371990436237388169e-07,8.013970465062927031e-09,4.017416828316727480e-10,3.539039627912588986e-11,1.875898610966812375e-11
2.030000000000000000e+02,2.407000000000000000e+03,2.407000000000000171e+02,6.000000000000000000e+00,6.490566037735849392e+00,1.142880985162112816e-07,1.370318079452721664e-07,8.022566970373150980e-09,4.690595756512113794e-10,4.599669653015640615e-11,2.379758112287050097e-11
2.030000000000000000e+02,2.407000000000000000e+03,2.407000000000000171e+02,7.000000000000000000e+00,7.572327044025157328e+00,1.142385856835869798e-07,1.368795564968457268e-07,8.043179595456436491e-09,5.480739770846088562e-10,5.802526520861850391e-11,2.930529034423197632e-11
2.030000000000000000e+02,2.407000000000000000e+03,2.407000000000000171e+02,8.000000000000000000e+00,8.654088050314465264e+00,1.141938106283456458e-07,1.367437477987899001e-07,8.076886053908196157e-09,6.397269070476599517e-10,7.151900266903371671e-11,3.525955652825080494e-11
2.030000000000000000e+02,2.407000000000000000e+03,2.407000000000000171e+02,9.000000000000000000e+00,9.735849056603774088e+00,1.141542603395006863e-07,1.366260210359976483e-07,8.124893432420286042e-09,7.450671873239302903e-10,8.652622915950133263e-11,4.163996598628701681e-11
2.030000000000000000e+02,2.407000000000000000e+03,2.407000000000000171e+02,1.000000000000000000e+01,1.081761006289308114e+01,1.141204693344609642e-07,1.365281735990187181e-07,8.188519431828045902e-09,8.652307454133691689e-10,1.030983928149827492e-10,4.842761105587031671e-11
2.030000000000000000e+02,2.407000000000000000e+03,2.407000000000000171e+02,1.100000000000000000e+01,1.189937106918238996e+01,1.140930058666627964e-07,1.364521140739594492e-07,8.269155240815190116e-09,1.001404262908756045e-09,1.212865376910057067e-10,5.560432149547233398e-11
2.030000000000000000e+02,2.407000000000000000e+03,2.407000000000000171e+02,1.200000000000000000e+01,1.298113207547169878e+01,1.140724515249643248e-07,1.363997929303301312e-07,8.368211809010995142e-09,1.154774113713381523e-09,1.411367985820859274e-10,6.315182529004289095e-11
2.030000000000000000e+02,2.407000000000000000e+03,2.407000000000000171e+02,1.300000000000000000e+01,1.406289308176100583e+01,1.140593765502492420e-07,1.363731187970847949e-07,8.487055686113973192e-09,1.326466568697982037e-09,1.626855072592056853e-10,7.105094813516047920e-11
2.030000000000000000e+02,2.407000000000000000e+03,2.407000000000000171e+02,1.400000000000000000e+01,1.514465408805031466e+01,1.140543144104390105e-07,1.363738723868151842e-07,8.626943714019292283e-09,1.517488000224243993e-09,1.859546743695196597e-10,7.928097465619553296e-11
2.030000000000000000e+02,2.407000000000000000e+03,2.407000000000000171e+02,1.500000000000000000e+01,1.622641509433962170e+01,1.140577395177457466e-07,1.364036312334170743e-07,8.788966588783478301e-09,1.728674327692634112e-09,2.109485925706854180e-10,8.781927476763584284e-11
2.030000000000000000e+02,2.407000000000000000e+03,2.407000000000000171e+02,1.600000000000000000e+01,1.730817610062893053e+01,1.140700512685103457e-07,1.364637159850175215e-07,8.974009362153199271e-09,1.960656985336563496e-09,2.376520871868843189e-10,9.664124982207431580e-11
2.030000000000000000e+02,2.407000000000000000e+03,2.407000000000000171e+02,1.700000000000000000e+01,1.838993710691823935e+01,1.140915661063002666e-07,1.365551639643200939e-07,9.182733054901697290e-09,2.213848976060421397e-09,2.660305931601661914e-10,1.057205898583129074e-10
