metric,board,reference,abs_diff,rel_diff
rho,-2.2204460492503136e-16,-2.2204460492503136e-16,0.0,-0.0
power_W,99382.89071033763,99382.89071033763,0.0,0.0
phi_mid,1.433989757310741,1.433989757310741,0.0,0.0
fuel_mid_K,928.8999680100807,928.8999680100807,0.0,0.0
graphite_mid_K,934.3127474625123,934.3127474625123,0.0,0.0
Ts_core_outlet_K,938.3456603324822,938.3456603324822,0.0,0.0
