schedule_name,state_order,state_id,st_id,op_count,categories,calls
bop_step_kernel_n200_s1,1,1,1,7,"{""axi_read"": 7}",{}
bop_step_kernel_n200_s1,2,2,2,1,"{""user_call"": 1}","{""bop_step_kernel_impl"": 1}"
bop_step_kernel_n200_s1,3,3,3,28,"{""other"": 1, ""spec_bits"": 7, ""spec_interface"": 18, ""spec_top"": 1, ""user_call"": 1}","{""bop_step_kernel_impl"": 1}"
