series,max_abs_error,rms_error
phi,1.9453911821263464e-05,1.387686355282153e-05
fuel_temp,0.23131522615688027,0.2156597311568703
graphite_temp,0.7219771242587285,0.5195515083051498
C1,3.1066635770276935e-10,2.7279570956353334e-10
C2,5.623011554043758e-10,4.454531086072274e-10
C3,2.1426319539388346e-10,1.5107557791598606e-10
C4,1.5032379337935756e-10,1.0795849664787761e-10
C5,1.0481230032252236e-11,7.511409711493571e-12
C6,3.1877211475024206e-12,2.2763135498247634e-12
